ssp	1367794848	2013-05-06	07:00:48	|	07:00:48	Prepare to make screenshot.
ssp	1367794848	2013-05-06	07:00:48	|	07:00:48	Screenshot created.
ssp	1367794848	2013-05-06	07:00:48	|	07:00:51	Failed produce screenshot.
ssp	1367794966	2013-05-06	07:02:46	|	07:02:46	Prepare to make screenshot.
ssp	1367794966	2013-05-06	07:02:46	|	07:02:50	Failed produce screenshot.
ssp	1367795069	2013-05-06	07:04:29	|	07:04:29	Prepare to make screenshot.
ssp	1367795069	2013-05-06	07:04:29	|	07:04:30	Screenshot created.
ssp	1367795069	2013-05-06	07:04:29	|	07:04:30	Screenshot renamed: 1367795069.jpg
ssp	1367795069	2013-05-06	07:04:29	|	07:04:30	Prepare to send screenshot: 1367795069.jpg
ssp	1367795069	2013-05-06	07:04:29	|	07:04:30	file berhasil kami terima dengan baik.
ssp	1367795069	2013-05-06	07:04:29	|	07:04:30	Screenshot was sent: 1367795069.jpg
ssp	1367795069	2013-05-06	07:04:29	|	07:04:30	------------------------------------
ssp	1367795112	2013-05-06	07:05:12	|	07:05:12	Prepare to make screenshot.
ssp	1367795112	2013-05-06	07:05:12	|	07:05:13	Screenshot created.
ssp	1367795112	2013-05-06	07:05:12	|	07:05:13	Screenshot renamed: 1367795112.jpg
ssp	1367795112	2013-05-06	07:05:12	|	07:05:13	Prepare to send screenshot: 1367795112.jpg
ssp	1367795112	2013-05-06	07:05:12	|	07:05:13	file berhasil kami terima dengan baik.
ssp	1367795112	2013-05-06	07:05:12	|	07:05:13	Screenshot was sent: 1367795112.jpg
ssp	1367795112	2013-05-06	07:05:12	|	07:05:13	------------------------------------
ssp	1367795251	2013-05-06	07:07:31	|	07:07:31	Prepare to make screenshot.
ssp	1367795251	2013-05-06	07:07:31	|	07:07:31	Screenshot created.
ssp	1367795251	2013-05-06	07:07:31	|	07:07:31	Screenshot renamed: 1367795251.jpg
ssp	1367795251	2013-05-06	07:07:31	|	07:07:31	Prepare to send screenshot: 1367795251.jpg
ssp	1367795251	2013-05-06	07:07:31	|	07:07:31	file berhasil kami terima dengan baik.
ssp	1367795251	2013-05-06	07:07:31	|	07:07:31	Screenshot was sent: 1367795251.jpg
ssp	1367795252	2013-05-06	07:07:32	|	07:07:32	Prepare to make screenshot.
ssp	1367795252	2013-05-06	07:07:32	|	07:07:32	Screenshot created.
ssp	1367795252	2013-05-06	07:07:32	|	07:07:32	Screenshot renamed: 1367795252.jpg
ssp	1367795252	2013-05-06	07:07:32	|	07:07:32	Prepare to send screenshot: 1367795252.jpg
ssp	1367795252	2013-05-06	07:07:32	|	07:07:32	file berhasil kami terima dengan baik.
ssp	1367795252	2013-05-06	07:07:32	|	07:07:32	Screenshot was sent: 1367795252.jpg
ssp	1367795253	2013-05-06	07:07:33	|	07:07:33	Prepare to make screenshot.
ssp	1367795253	2013-05-06	07:07:33	|	07:07:33	Screenshot created.
ssp	1367795253	2013-05-06	07:07:33	|	07:07:33	Screenshot renamed: 1367795253.jpg
ssp	1367795253	2013-05-06	07:07:33	|	07:07:33	Prepare to send screenshot: 1367795253.jpg
ssp	1367795253	2013-05-06	07:07:33	|	07:07:33	file berhasil kami terima dengan baik.
ssp	1367795253	2013-05-06	07:07:33	|	07:07:33	Screenshot was sent: 1367795253.jpg
ssp	1367795254	2013-05-06	07:07:34	|	07:07:34	Prepare to make screenshot.
ssp	1367795254	2013-05-06	07:07:34	|	07:07:35	Screenshot created.
ssp	1367795254	2013-05-06	07:07:34	|	07:07:35	Screenshot renamed: 1367795254.jpg
ssp	1367795254	2013-05-06	07:07:34	|	07:07:35	Prepare to send screenshot: 1367795254.jpg
ssp	1367795254	2013-05-06	07:07:34	|	07:07:35	file berhasil kami terima dengan baik.
ssp	1367795254	2013-05-06	07:07:34	|	07:07:35	Screenshot was sent: 1367795254.jpg
ssp	1367795255	2013-05-06	07:07:35	|	07:07:35	Prepare to make screenshot.
ssp	1367795255	2013-05-06	07:07:35	|	07:07:35	Screenshot created.
ssp	1367795255	2013-05-06	07:07:35	|	07:07:35	Screenshot renamed: 1367795255.jpg
ssp	1367795255	2013-05-06	07:07:35	|	07:07:35	Prepare to send screenshot: 1367795255.jpg
ssp	1367795255	2013-05-06	07:07:35	|	07:07:35	file berhasil kami terima dengan baik.
ssp	1367795255	2013-05-06	07:07:35	|	07:07:35	Screenshot was sent: 1367795255.jpg
ssp	1367795256	2013-05-06	07:07:36	|	07:07:36	Prepare to make screenshot.
ssp	1367795256	2013-05-06	07:07:36	|	07:07:36	Screenshot created.
ssp	1367795256	2013-05-06	07:07:36	|	07:07:36	Screenshot renamed: 1367795256.jpg
ssp	1367795256	2013-05-06	07:07:36	|	07:07:36	Prepare to send screenshot: 1367795256.jpg
